,id,breed
109,029ed6af5dcadfd105db9271e12ede14,rhodesian_ridgeback
110,02a3edc1d6aae095185131fe185478e0,saluki
111,02a8ed20109bd62bd5894f276c08c8a2,leonberg
112,02ad779f2721db9364d3bb68f5580582,bull_mastiff
113,02b1c50fb7315423a664f3ce68c94e30,dingo
114,02c48781eff39a66ae6dd8626e35809e,irish_setter
115,02c90d8109d9a48739b9887349d92b1f,airedale
116,02cc0d7c8b7b513b4325bda30dce222d,brittany_spaniel
117,02d45a238621c3f2cbde5c1d173ead1e,bull_mastiff
118,02d54f0dfb40038765e838459ae8c956,bernese_mountain_dog
119,02df8523833c432f90071f86dff69a8f,bluetick
121,02e7b5a86cec57f5935374946d4f5dc1,irish_terrier
122,02eef0f899b81ddf27a42641bc8db9ee,entlebucher
123,02ef5f19db8cf4da62016a1067bdc548,welsh_springer_spaniel
124,02f07e7e51662336a9d8c775a4eac5f4,miniature_schnauzer
126,02f6152a9401568d695234d33bb6c37d,miniature_schnauzer
127,02ff77af410e966b7b661f6f0789d947,golden_retriever
128,0310a425f26d797634aadeb66bd63ef1,rhodesian_ridgeback
129,0311a6a51a414ba91f3ad8055170baa1,lhasa
131,031d3353588a81b42bcae74ff19571b0,cardigan
132,0325e6ba5b6afd3e0dd94c3a77b6de59,italian_greyhound
133,032620ae0f847d957d94d1fd76cb17e8,dhole
135,0326d40cc2b35521f1f3e73cabcf2a23,lakeland_terrier
136,032c14b2df4193004913b01ab48f87c6,border_collie
137,0341e3d7a4624d6a7b061fdc25b69044,irish_setter
138,0345638400c47bbd920474672562077e,scotch_terrier
139,03564fbb4aba93dd80e5c7cd76f28d28,walker_hound
140,035b459eb52acba2ae75bed041b368fe,groenendael
143,0360d42966d191a5db4c4bb2e8c66229,lhasa
145,0374e657c8b3b55579751adcaa7c8023,irish_setter
146,0379145880ad3978f9b80f0dc2c03fba,afghan_hound
147,037ac6cbd9c96d70e68917aa059b6aab,old_english_sheepdog
148,039bdddd8546f0fafdf984b810d1138b,saint_bernard
149,039e61713398f27d027480e4bd0056d1,leonberg
152,03b7320cf8054e57b499e01d1cde0644,walker_hound
154,03bc1c631e57ba87c85b98efd0912c00,bedlington_terrier
156,03c1557464297ffffc8da977c4db7e68,standard_schnauzer
158,03ca2c79345f4c27232ed5b0dc2821c2,otterhound
159,03cae0a6700c5cc4900e576034361e7a,groenendael
160,03da788cc7e5c111575daf04e7e3910c,toy_poodle
162,03dd99e068f1f2283011cc305f5aaa9f,irish_wolfhound
164,03dfefdb2939388f7ca9578cb7c4a2b9,maltese_dog
165,03e1d2ee5fd90aef036c90a9e7f81177,bernese_mountain_dog
166,03eb844e1d5aa5addaab20298b1b70c3,greater_swiss_mountain_dog
167,03edf850d74d43b2587991ecb673fb33,scotch_terrier
168,03f2301867ca4d744773c4c06aa61d3c,borzoi
169,03f2f64aebc483ef8e5e17aba7311aa6,brabancon_griffon
170,03f5b638b8f1c83d3097786e40992ff9,toy_terrier
171,03f6435dc8a5e760d19e67831c6034fb,chow
172,040fef64640b89c53f161b6c5215b78b,affenpinscher
173,041a54577da744348d4da8094e882cd9,flat-coated_retriever
175,041d0d6a8d110b35a3795dd5c68f9a36,american_staffordshire_terrier
176,04254919cc15c6867cccfd738a926999,walker_hound
177,0428e1ae313156ec06dc42096cf1372c,norwegian_elkhound
179,042ecd9a978c2ee48d17f7f781621ac9,collie
180,0434ddceef3eea9c757c8e9557a2d698,english_setter
181,0440acb104d7346ccc9bba0716603f6a,norwich_terrier
182,0440e760e55c4d6bed536fbc0273801a,soft-coated_wheaten_terrier
184,044d904b00ce11cec6e493226c39a4e2,staffordshire_bullterrier
186,044f7e60953230fa45e4367073d96693,clumber
187,0450c3899b7ca7cac31406a52c7bc74e,soft-coated_wheaten_terrier
190,045ea2f41120606e2c5ae1315cebfb46,siberian_husky
191,046b28d8ac6f7beb3f63159ecaf4cbb6,papillon
192,046d8f04a5a42872774110c6a2db1224,doberman
193,047d9a7dc7205c76e5487d6fc5f4a666,ibizan_hound
194,0484a6cc686a07e1edacd0fb44b1d965,affenpinscher
195,0486732311e9d60e8712f1dc33c4ebe0,bloodhound
196,0490b67cb414d527d6c21052b1e3b5dd,welsh_springer_spaniel
198,049a406bfac63012d757167c084ced1b,siberian_husky
201,04b5834c3a969c6308ce157c547bb313,basenji
202,04be608c9c005d9aa0224fe08554e4be,siberian_husky
203,04c3bdfec0c7f082c7e697c26be9e020,bloodhound
205,04d2dc1f2804c748b1aa71954bb45d38,newfoundland
207,04d4918090b0c2a7b965ff58f13b2ecf,cardigan
208,04d50b0dce8b8ee9544d9602df85f722,bluetick
211,04dea47b883acca9bd57c7ea2930524f,old_english_sheepdog
213,04e3bb77c15c18fc1ac101d86d612f46,miniature_pinscher
214,04ea8788cfa17d01c87ea4cdaa0a330d,briard
217,04f9e2da4b6f5adb9b9d62eba66ba991,airedale
218,04fab70baaf7cd53f8bf78225dbf5409,walker_hound
219,04fb4d719e9fe2b6ffe32d9ae7be8a22,bernese_mountain_dog
220,050073020e80e4935b53df8d786c8612,dandie_dinmont
221,050c59e2063923106443e9fd81683088,chesapeake_bay_retriever
223,05134ea3341a1f4f460168e68ec5765d,bernese_mountain_dog
226,053106ed091eac5e129225315ef6cfcb,maltese_dog
227,0543510e763cbf8fc771a097ffda9984,bedlington_terrier
228,054f069e01a809b23a9da31dd8f4841e,chesapeake_bay_retriever
229,055429c6fb404af27ac52a08216e6cda,shih-tzu
230,055cfac66e5d67756ab05d02baeeb04c,great_pyrenees
231,0566a60d7504a6fad4161d0ef2765a34,beagle
232,0569f1d79637070f70ca4a62ec510792,saluki
233,056b535b441278e83839984f1b1da0a6,scottish_deerhound
234,056c314f2a7d119447af259a07eb31df,vizsla
235,05719b998e57a11b863a322ecc7652a5,scottish_deerhound
236,0581b47e4c3890fb74a5485aa4d008f0,irish_terrier
237,058d4bfce39c9f1157ca4c1b019bbf1a,scottish_deerhound
239,05934390044791b8fd2dd2ba9c0b4b36,appenzeller
240,0593e37870ee77b0d34508e118bf6670,italian_greyhound
241,059513b85ae976a6f591f71bbaae49bf,eskimo_dog
242,059a86d50634c78d5a18f918cb0b3f0d,afghan_hound
245,05a747c5853defa2420b976a9c0918a2,bluetick
246,05b5e17b96409ca6db51edaf28bd3bdc,west_highland_white_terrier
248,05beb3230462b740e5c56230eb27a7a4,kerry_blue_terrier
249,05c128c8e3ef0c2739f181f9c5677f56,australian_terrier
250,05cab78114abb08afcda78ee70222edd,english_foxhound
252,05e25c8ec67962c2ef4dd7b0f6aa3918,african_hunting_dog
253,05e3dfffd0b0dca56e6b1d4686e1a6c2,west_highland_white_terrier
255,05f59d40acf74affda3c8940ba192f42,leonberg
256,05fbe54802ffb6d6256abb93381f5cf4,appenzeller
257,060112a1a77217039de21f7d0963929d,dhole
260,061a378e68e8734682ea9c04a572e2ab,norwich_terrier
263,06223770cd0968a5fa81b2898e65e34a,border_collie
264,06412667e714332186d0cf86375e98fb,border_terrier
266,064dff92e5654a8679f8971a027a4040,sealyham_terrier
269,0653d31ae648e2a6628ee3f440729361,basset
270,065452ccfffdc6b6f60183bd6c88ba89,lakeland_terrier
273,0672befac9ea0c8fe82c37b5a634d87c,welsh_springer_spaniel
274,068314c65cbe67fa4f57283f4f3a801c,standard_poodle
279,06c47d61293f2bb51a94040bb4b20799,italian_greyhound
281,06cceae049531cdb98fe67d912aa58a8,toy_poodle
282,06cd8e3fbfe72c34461814239e1deab8,keeshond
283,06ce71ab05143b1fe45ba8eeba2e97e4,pug
285,06d80d6a7aba8bc48606a285bbad0697,boxer
286,06e548623971fbdf8c80b0614f811f50,toy_poodle
287,06faa041b335551e3ccf3c239d006425,basenji
290,07096719a671e1737b829bd1a88f1dbf,english_foxhound
291,0709abee3095717f43db409dd7ce769b,wire-haired_fox_terrier
294,0718d39d59d9e3b134446440d69b2058,weimaraner
297,072aa9d6100187288ef00316c8bcdd66,soft-coated_wheaten_terrier
298,0734a945cc1ab35a9d2348db42075a99,bedlington_terrier
299,073b9a44c4761fa0792943b61b9c812c,toy_poodle
300,073bb2f975ee39406e692e33364762a3,bedlington_terrier
301,073f0821a0842917e6e97ab322bd63f2,basenji
302,0743bfe9525b7a6310a297b11b7e154a,doberman
303,07466e87275ed10056a9d2cbb4c733d8,leonberg
304,0755a940eac9a9b8cf0328b4be062096,boston_bull
305,075a28044780636f48d8571f1d32f73d,bull_mastiff
306,0769e276e8b9b992a3fcd6a10deee6a7,bernese_mountain_dog
307,076d31a2f676671e4427cc485b9d2918,clumber
309,07751d1687e0233ff638889d8b365709,whippet
311,079509ceab0968ce07cffa0df479f1b0,doberman
313,079e17a742380d333950962f2c83ffd2,dingo
315,07a0214fa84969b5256bf7d20f1b3a9b,siberian_husky
318,07b46335006fbbe0328aeb8213b874ce,curly-coated_retriever
320,07bbf36ce2c7407751219804b3d187ec,yorkshire_terrier
322,07d1dd1576b5e95f448c1213b6812c40,italian_greyhound
323,07d6e906eb95f24c53eb92ecc2d47783,pug
324,07d7cfbdbd3682cae50902b53c798028,boston_bull
325,07ddc3c2188164b1e72ae6615a24419a,airedale
326,07e103146c1f4513647ddb9614210320,cairn
328,07ebe25829d387cef30160285d50e232,labrador_retriever
329,07eeb2ef42c6b260684e8cb8e8c4ba70,tibetan_terrier
330,07f1b6214597af2f04a27c375a602a0c,otterhound
333,08098e0a4074f62169ab53f7efe40da2,pomeranian
334,080ebefee69f27243b185c113052963e,cardigan
335,080ec59213ed7425b7f8c169955bb9d0,japanese_spaniel
336,0811e959c0fa3b1c7af6be4f645a9464,papillon
337,08149eb72785553570f74a6effea8d7e,american_staffordshire_terrier
338,0815082cf02417e80f4df9dfba17aa13,wire-haired_fox_terrier
339,081ee1793b0e0027f8cccf9dc4513d53,miniature_pinscher
340,081f6b553afb94d1f192f08cc3ac5762,wire-haired_fox_terrier
341,0822709f6f6ea0be1928f52b8eecbc2f,cardigan
342,0825e8471e3c9a14dc341bdd8630f05e,golden_retriever
343,083820e6dda52da4c0f200ac36f582dc,yorkshire_terrier
345,084f941981c326f26ea77158fb449c57,pekinese
348,085b26edb3ee9688d41c4293aafe0162,irish_wolfhound
351,08644ddaf5a3ca7f08fcab7561ec4eea,bernese_mountain_dog
352,086e8ca78ec3303a8f06df003ecb6612,chow
354,08782eb5ac167ca5f8feaccb519e9b4e,cairn
355,087b211f15ad8095ba90c0be54c1c30d,great_dane
357,08829c00da02dea80eb491122989492f,afghan_hound
359,088be435c5245f79c448812169a30cb5,italian_greyhound
361,0891ce3700686a8df5b4bd711be44ea9,kelpie
362,08946697b3e50e602d6bea765c8fb9f5,scottish_deerhound
363,0895dd35b3afa2a4f8a0b6f3ad98134a,sealyham_terrier
365,089fd270df9e42e3f741452a4e437dc5,chihuahua
366,08af52c888b0f5735c3ced810771601d,blenheim_spaniel
367,08b49c79fafad70a23c770b1fcaa89ba,komondor
368,08e4013c0ddc710c57d1d188bf7c0cfe,blenheim_spaniel
370,08e99ed86b0ce429fef52a8ca33e1551,eskimo_dog
373,08ed3bf636ad906f5ddea9ebda22ff98,briard
374,09037f0995111a413fd8e976f3680f09,redbone
375,091306dd0d110a677fe0de1ad066f160,sealyham_terrier
376,092220a7a8081144a7485efb6c087fe2,papillon
377,09288e5c39391b780412561163b10bf5,afghan_hound
378,092c2cdbf133b201d7d56969bfbcc8f6,miniature_schnauzer
380,093fc67079701f48bd1d2e52a684ed9e,curly-coated_retriever
381,09438173067ccee8d4a1a45f2f8a8eb6,redbone
384,09477e5059ebb15cad5f37fb3b9b1889,border_collie
385,094b97e52d00895fbf6769724e1b0e7d,miniature_pinscher
386,0959e919604a931fc1ae379b7a75911a,irish_wolfhound
387,095d868f796f86c8258750365a04f2cd,japanese_spaniel
396,098dc5e173d21c229e6ee565d7666b10,whippet
397,0990fe6be15d9d556eac8712db3c8094,basenji
398,09927a82d649607a7704ac6043cdfa9a,west_highland_white_terrier
399,0995f642fe4baab3cb3534725dfedb75,australian_terrier
400,0998eda08cdb14648e444c15f06658af,kuvasz
401,099b068027c41251d29f75a311cc5e5c,french_bulldog
402,099db37801090ed56bbc95c13d3799b9,toy_poodle
404,09a6fd935dd1a4dee29b97885cfa9318,miniature_poodle
405,09aec2a169942b17d88b4b5f1bba5886,bluetick
407,09c62a1ff26b3e83a2d476c2add054b1,afghan_hound
408,09c986f317783fb5ae091b334e79ac5a,pomeranian
409,09d462e2ad4d8c51d1a8430577891d8a,irish_terrier
412,09d7cc03f9e9730bda53b4a590351838,papillon
413,09ea184490e5da33eb3d851ee6361941,redbone
415,0a001d75def0b4352ebde8d07c0850ae,komondor
416,0a077ea0c8fa54d95f75e690b2c8196b,otterhound
417,0a0c223352985ec154fd604d7ddceabd,kuvasz
418,0a135c5ee55edf4bd9631d4e15264788,komondor
422,0a27d304c96918d440e79e6e9e245c3f,west_highland_white_terrier
423,0a3f1898556115d6d0931294876cd1d9,lhasa
424,0a409042dd36b2c8293c67d4d4ea9ef9,sealyham_terrier
426,0a438069d5a8a8a079ac131d74c3a366,dingo
428,0a541df84dd3febb076e2c33a23cd230,bloodhound
429,0a5958a7f6836cbe349a4cedfe7178a6,basset
431,0a65ba3ab9b29c66e15cec76f34eca6f,mexican_hairless
433,0a688b0783f472c84bbfe1c56efea1c6,mexican_hairless
435,0a70f64352edfef4c82c22015f0e3a20,west_highland_white_terrier
436,0a77b9015c37f39c92b5399dc29da97c,irish_terrier
438,0a783538d5f3aaf017b435ddf14cc5c2,french_bulldog
439,0a7899ed6a15f4af8f28e01c9c44dcfe,miniature_poodle
442,0a896d2b3af617df543787b571e439d8,leonberg
443,0a8b6985bbe58a58909b5ef0a7d5a1aa,tibetan_mastiff
444,0a9322a30aff755dac328022266e3740,australian_terrier
446,0a9832b18d360f50f5b3b2ab4c540ddc,collie
447,0a9f8c6ceadfff61072a565311777655,cardigan
448,0a9f8f6543d0b33fe9474035dd5323ef,briard
450,0ab12906ac3a87b531c574a15e79c58a,curly-coated_retriever
451,0ab8d4c80ae4e6bbeacd66fb7e52b851,pomeranian
452,0ab9cdefc666573f8019356ffefe0c69,sussex_spaniel
453,0abdda879bb143b19e3c480279541915,maltese_dog
454,0ac12e1849fd51b2158d16b8f5e75551,german_shepherd
455,0ac12f840df2b15d46622e244501a88c,walker_hound
456,0acfee91dd38e53a20dd1488a17e9af9,keeshond
458,0adfec2804a1efe41f54758cd87cec01,border_collie
459,0afb0d170c66aed12805f838041411ce,tibetan_mastiff
461,0b102a6aa442aed98f137616e924e18e,basenji
462,0b178813be36410eda8742abe2153ced,chesapeake_bay_retriever
463,0b1b49b8cf679eb3e2fb13ca6deba9b5,appenzeller
464,0b1cdb2a36dd432fcc7567959cb23798,italian_greyhound
465,0b1e71a499a26eaacc06991bca982523,vizsla
466,0b2d69f59303805f17055bd59615a297,english_springer
467,0b2e635ebad8aba82656c8fceb05018c,bloodhound
468,0b30d48dd2818cdea768d884623e8c2a,toy_poodle
470,0b346cec75418439f13eabdc7e96f33a,border_collie
471,0b3d3120a62c2bc280f589d473041d06,boston_bull
472,0b465156a0844773fd47ce40d0dcc7db,kuvasz
474,0b57520c27ed32bc21e35c38cb5dd268,italian_greyhound
475,0b6239db9b1649fe2f513357c82931aa,gordon_setter
477,0b6837976df682360dc9ef25b81bc893,papillon
478,0b6c5bc46b7a0e29cddfa45b0b786d09,cocker_spaniel
479,0b6da522f27c115716285a4f7187969e,basenji
480,0b72856996ad5826afff7195ff678589,scottish_deerhound
481,0b86485ef980b0b4999e7ede1f90999e,great_dane
483,0b9be33db71b9237002df13d40b7282a,african_hunting_dog
486,0ba0f44a7f83539a71e4d74f549c8be6,bernese_mountain_dog
487,0ba12512fa4766cc4f8c288cb3b9b95f,border_terrier
489,0bad79c06832a1bdeaedbbb50a28450a,scottish_deerhound
490,0bbb9ce1f03a205fead338f0be3040bc,chesapeake_bay_retriever
491,0bbe00ace11a4dd944b8bcf8ca9772c1,labrador_retriever
492,0be68a5e7b40e9689c3ef2a9764bfcf6,border_terrier
494,0beb24726c7210a5021f22d6c511cd71,irish_water_spaniel
495,0bedbecd92390ef9f4f7c8b06a629340,irish_wolfhound
496,0bf36935030d2b842b86526bdb367ff1,ibizan_hound
497,0bf89dcb09d8c76be568f17811664560,briard
498,0c0955cddf9488d30e6e8d4ee7c18856,irish_setter
499,0c0bca6e79cc323669da06bab0013b12,mexican_hairless
502,0c1a1b2adfd0aa2fef3eb974b9b95734,chesapeake_bay_retriever
505,0c24a6dac8f0dc55edeb80a7b683af5e,kuvasz
507,0c2fdeb77e6e650e69ecca013c7e8e67,groenendael
509,0c36c19e7c4e932b8e0c01aa845b2fce,bernese_mountain_dog
510,0c378307f600ba007a7eaa50fba6d0b8,shih-tzu
511,0c3b282ecbed1ca9eb17de4cb1b6e326,english_springer
514,0c68a578981993b919e89c611f04a97f,lakeland_terrier
515,0c71084d955bfca989d865cbcf8cf8ae,japanese_spaniel
516,0c71338af3f3a8c068ec28b5f6b8f8ae,dhole
517,0c8fe33bd89646b678f6b2891df8a1c6,schipperke
523,0cb5839c82f7c1286e55f260d4e608c4,standard_poodle
524,0cbca2fcad7910a3c98d734e17cfde65,samoyed
525,0cbdda18846cd014dcb0e18fa67f3f98,kerry_blue_terrier
526,0cdd66f35d9b7d8b0a98a4d506396c0d,blenheim_spaniel
527,0ce7dd8b119184e91088336ec6973d53,blenheim_spaniel
528,0cf285cc3f1625bd80288cd6b7ddb7e0,cocker_spaniel
529,0cf4dabd83d91e22f6ce845fe81fa21d,welsh_springer_spaniel
531,0d103ca7cf575757374f8f6ae87d8868,miniature_pinscher
532,0d1d7bacd20ef921e9b3fce6d9b9f9f0,german_short-haired_pointer
533,0d2129d0eda43dd8514ea309c29ddbb0,bloodhound
536,0d303784e6740e5de249e1f2078a7b4b,brabancon_griffon
537,0d30e235aebdde78be6e2a59becb582d,golden_retriever
538,0d37ea8a209eb60e9c03eaedf3fd5384,kerry_blue_terrier
539,0d3b46bdc45c8bc24ed89cff69f06ab3,basset
540,0d4e09456d9ebfdb076e34326586f18e,brittany_spaniel
542,0d5a88f0ab2db8d34b533c69768135e8,afghan_hound
543,0d68c98ac13f84032cb863abf0498a02,airedale
544,0d693ab130c18e15f923f59eb102def9,scotch_terrier
545,0d695ef1bfe438be0cedcb8ef146afad,border_terrier
546,0d6bab298a320221f08c49c701d3e06f,entlebucher
547,0d6c6238a4cc499bb57fa0c10a15f8ad,dingo
548,0d74e47d162e023bb1ae5aae40276fd6,siberian_husky
549,0d82788cd302dba65793ea68f55cc649,flat-coated_retriever
550,0d83fbe9ab3684226edd81a13411bdf8,chow
551,0d8858e722c5f9834ddbdcecbf3cd4d6,irish_setter
552,0d8d386390ba269dd4e475c20b91e8f9,pembroke
553,0d96ca29ff2e557e93c3de0ba017ff61,maltese_dog
555,0db44ddb42bf1f97de987abe2bf01839,entlebucher
556,0dbf0bd0fdc7b594de02e573b1a04a56,kerry_blue_terrier
558,0dc45e3e57bbcfccc550479d57b39951,australian_terrier
559,0dc7954749dc0224639be29aba3f1708,norfolk_terrier
563,0ddbc4702eff570783cd03645571e7f7,samoyed
564,0dde7ba887ee083616993d5892db139f,standard_schnauzer
565,0ddf7ab49836b36081621a655f3a5c21,welsh_springer_spaniel
567,0df3cd4042fa7c2a6e008a3a849a23d1,bedlington_terrier
569,0df4124761f7303a0080d50377f2ec7b,norfolk_terrier
570,0dff1edc6643df0d8ea6e0c5ca63b133,staffordshire_bullterrier
573,0e1ac042292a573ecd0ec71b3b646997,norfolk_terrier
575,0e24a584e10db2c8f827ab00772e29cf,leonberg
576,0e33a6b9235d5cbb8712daf0abbd0007,great_pyrenees
577,0e3cdff3560de43a8aa1d9820c211fae,boxer
578,0e403e86dc961d59fec94dfb62968a53,pug
581,0e549376cfed70cf2a5b84e7a42d85ef,old_english_sheepdog
582,0e63b24bfd67158963830f64b5126aef,blenheim_spaniel
583,0e6e4b104e3cdf4c1963d74a27390f8e,norwich_terrier
584,0e6f7b1083d38cfef96ccdf3171608d3,doberman
585,0e708dfe2a8c60849a4b625eda57d118,groenendael
586,0e756365807ec27c6dfd944ba5b442b3,norwegian_elkhound
590,0e79be614f12deb4f7cae18614b7391b,bluetick
591,0e8d2f2fcb0efac6b731c191beb66559,airedale
593,0e94678bb5498dc6df640553bf3a1b2f,brabancon_griffon
596,0ea5759640f2e1c2d1a06adaf8a54ca7,chesapeake_bay_retriever
598,0eac90a6621ecbf97adfec04596b77a3,tibetan_mastiff
599,0eaea4c6fe055607ed8322db0306285f,scottish_deerhound
600,0eafdcc7628b2c74983819f40c763c2f,tibetan_terrier
601,0eb00c6fc429ecc2cf8745a6334594ad,standard_poodle
602,0eb297c3d5f6cc93371f02f4ed35879c,cocker_spaniel
603,0eb6e0f872b393654bea530bfc2cac1d,cocker_spaniel
605,0ec6e2d3078a83ccc3f7fd5a4ac01e3e,ibizan_hound
606,0ec8020bc2c4bc1646a81737be8580e0,dingo
607,0ec9be8b32f2b9eff2b817a7f722b118,malamute
608,0eeb17d40281f3bd639de24ca662c5d2,african_hunting_dog
609,0ef07f4a6706a04af9ff354e263a28b3,beagle
610,0ef688efcc98bc287976c3d4d8145ae8,norfolk_terrier
611,0ef80d6c4d739faaae8d3cc08c696c54,beagle
612,0f015731185a2308c1a85eed4e8ad728,english_foxhound
613,0f03e05c333f7e5538d4c90f9c837796,maltese_dog
615,0f0effd9b5d25fdab84c2a8ae17d6deb,bouvier_des_flandres
617,0f1c3858495a49949934d2a635e190cf,border_terrier
618,0f23ce5c1129ad70c079d262448d9fac,welsh_springer_spaniel
619,0f26d3f7ff65d0713f36cd8cfe6c7a5f,tibetan_terrier
621,0f2c56b4d40a8e86b8c91545e625b79a,walker_hound
622,0f2fbcae9ec83165d1ce5f5783fcb903,basset
623,0f3416f29133c2df1b00be4448dc4473,border_terrier
624,0f378abee01a23bc9e651753300a9a36,welsh_springer_spaniel
626,0f5dd4999e44100d74f68c789f3edc54,keeshond
627,0f6d2d6c124fb61ba7c59ef8dbd42c99,labrador_retriever
629,0f74df5d1c925541eb1b3031a82a5cb8,keeshond
630,0f7c32eb17dce55860772c983f557e3c,miniature_poodle
634,0f91ba06bfea7401f59c6d796717029d,silky_terrier
635,0f91c68e2088b8d45950cdde991f37d1,chihuahua
641,0fa7d7d2e948948c67919565a380ad45,norwegian_elkhound
643,0fbacbbdb4ad588598757b6d4bd111f1,standard_schnauzer
644,0fbfe941d913c3976a13cc4925e67389,rhodesian_ridgeback
645,0fc12a365adfcbb603e298b10149632a,miniature_pinscher
646,0fc1bd3c4d89b3f89dc91605032fa8f9,rhodesian_ridgeback
649,0fcaccf71de140cfbc77c793e6a485bd,bedlington_terrier
650,0fd8e587dd02713551fc1fb0c8841c49,appenzeller
653,0fe613c90931a021ad3716dcb9a5f270,japanese_spaniel
655,0ff07d44f992eec7f0b5452875255c80,labrador_retriever
657,100965db7a00c9752519e342ce9baf99,gordon_setter
658,100f347ec78a42a9e7c2418e4beb3f6a,affenpinscher
659,1012fef5c11e2875d2268c93253108ff,kerry_blue_terrier
660,1015e4eba660def32e7e52b89fe3a9c6,bluetick
661,101c7d1a68a7282bbc5a1a226d81cd74,siberian_husky
